event_id,event_time,ccy_couple,rate
288230383844091066,1708466376796,GBPUSD,1.262300000000000
288230383844091114,1708466376889,EURGBP,0.856150000000000
288230383844091120,1708466376891,EURUSD,1.080750000000000
288230383844091134,1708466376896,GBPUSD,1.262290000000000
288230383844091178,1708466376989,EURGBP,0.856150000000000
288230383844091184,1708466376991,EURUSD,1.080740000000000
288230383844091196,1708466376996,GBPUSD,1.262290000000000
288230383844091236,1708466377089,EURGBP,0.856150000000000
288230383844091242,1708466377091,EURUSD,1.080740000000000
288230383844091252,1708466377096,GBPUSD,1.262290000000000
288230383844091286,1708466377194,EURGBP,0.856150000000000
288230383844091292,1708466377196,GBPUSD,1.262290000000000
288230383844091326,1708466377294,EURGBP,0.856150000000000
288230383844091330,1708466377296,GBPUSD,1.262290000000000
288230383844091350,1708466377394,EURGBP,0.856140000000000
288230383844091360,1708466377411,GBPUSD,1.262290000000000
288230383844091370,1708466377494,EURGBP,0.856140000000000
288230383844091376,1708466377511,GBPUSD,1.262300000000000
288230383844091398,1708466377594,EURGBP,0.856140000000000
288230383844091404,1708466377611,GBPUSD,1.262300000000000
288230383844091426,1708466377694,EURGBP,0.856140000000000
288230383844091434,1708466377744,EURUSD,1.080750000000000
288230383844091474,1708466377794,EURGBP,0.856140000000000
288230383844091482,1708466377844,EURUSD,1.080740000000000
288230383844091508,1708466377894,EURGBP,0.856150000000000
288230383844091524,1708466377994,EURGBP,0.856140000000000
288230383844091546,1708466378094,EURGBP,0.856150000000000
288230383844091570,1708466378191,EURUSD,1.080740000000000
288230383844091588,1708466378298,EURGBP,0.856150000000000
288230383844091594,1708466378350,EURUSD,1.080740000000000
288230383844091624,1708466378398,EURGBP,0.856140000000000
288230383844091626,1708466378450,EURUSD,1.080730000000000
288230383844091648,1708466378498,EURGBP,0.856140000000000
288230383844091650,1708466378550,EURUSD,1.080730000000000
288230383844091656,1708466378562,GBPUSD,1.262290000000000
288230383844091672,1708466378651,EURGBP,0.856140000000000
288230383844091678,1708466378662,GBPUSD,1.262300000000000
288230383844091706,1708466378885,EURGBP,0.856140000000000
288230383844091722,1708466378963,EURUSD,1.080740000000000
288230383844091724,1708466378966,GBPUSD,1.262300000000000
288230383844091740,1708466378985,EURGBP,0.856140000000000
288230383844091766,1708466379063,EURUSD,1.080740000000000
288230383844091768,1708466379066,GBPUSD,1.262300000000000
288230383844091782,1708466379085,EURGBP,0.856140000000000
288230383844091796,1708466379163,EURUSD,1.080740000000000
288230383844091798,1708466379166,GBPUSD,1.262300000000000
288230383844091812,1708466379185,EURGBP,0.856150000000000
288230383844091826,1708466379263,EURUSD,1.080740000000000
288230383844091832,1708466379319,AUDUSD,0.654900000000000
288230383844091852,1708466379385,EURGBP,0.856150000000000
288230383844091854,1708466379412,EURUSD,1.080740000000000
288230383844091884,1708466379484,NZDUSD,0.616420000000000
288230383844091886,1708466379485,EURGBP,0.856130000000000
288230383844091892,1708466379512,EURUSD,1.080730000000000
288230383844091922,1708466379584,NZDUSD,0.616420000000000
288230383844091924,1708466379585,EURGBP,0.856140000000000
288230383844091930,1708466379612,EURUSD,1.080740000000000
288230383844091966,1708466379845,EURUSD,1.080740000000000
288230383844091970,1708466379847,EURGBP,0.856140000000000
288230383844091978,1708466379947,EURGBP,0.856140000000000
288230383844091992,1708466380028,GBPUSD,1.262300000000000
288230383844091998,1708466380047,EURGBP,0.856150000000000
288230383844092008,1708466380095,EURUSD,1.080740000000000
288230383844092034,1708466380147,EURGBP,0.856150000000000
288230383844092040,1708466380195,EURUSD,1.080740000000000
288230383844092048,1708466380202,GBPUSD,1.262300000000000
288230383844092068,1708466380247,EURGBP,0.856140000000000
288230383844092070,1708466380295,EURUSD,1.080740000000000
288230383844092076,1708466380302,GBPUSD,1.262300000000000
288230383844092090,1708466380347,EURGBP,0.856140000000000
288230383844092094,1708466380402,GBPUSD,1.262300000000000
288230383844092106,1708466380447,EURGBP,0.856140000000000
288230383844092126,1708466380547,EURUSD,1.080740000000000
288230383844092130,1708466380550,EURGBP,0.856140000000000
288230383844092142,1708466380650,EURGBP,0.856150000000000
288230383844092182,1708466380873,GBPUSD,1.262300000000000
288230383844092194,1708466381029,GBPUSD,1.262300000000000
288230383844092198,1708466381034,EURUSD,1.080740000000000
288230383844092200,1708466381035,EURGBP,0.856140000000000
288230383844092234,1708466381134,EURUSD,1.080740000000000
288230383844092236,1708466381135,EURGBP,0.856140000000000
288230383844092270,1708466381234,EURUSD,1.080740000000000
288230383844092272,1708466381235,EURGBP,0.856140000000000
288230383844092292,1708466381267,GBPUSD,1.262300000000000
288230383844092308,1708466381334,EURUSD,1.080730000000000
288230383844092310,1708466381335,EURGBP,0.856140000000000
288230383844092330,1708466381367,GBPUSD,1.262300000000000
288230383844092354,1708466381454,EURGBP,0.856130000000000
288230383844092364,1708466381467,GBPUSD,1.262300000000000
288230383844092368,1708466381515,EURUSD,1.080740000000000
288230383844092386,1708466381554,EURGBP,0.856140000000000
288230383844092394,1708466381567,GBPUSD,1.262300000000000
288230383844092400,1708466381615,EURUSD,1.080740000000000
288230383844092408,1708466381654,EURGBP,0.856140000000000
288230383844092418,1708466381676,GBPUSD,1.262300000000000
288230383844092436,1708466381715,EURUSD,1.080740000000000
288230383844092454,1708466381754,EURGBP,0.856150000000000
288230383844092474,1708466381815,EURUSD,1.080740000000000
288230383844092494,1708466381854,EURGBP,0.856150000000000
288230383844092506,1708466381954,EURGBP,0.856150000000000
288230383844092512,1708466381983,GBPUSD,1.262300000000000
288230383844092524,1708466382043,EURUSD,1.080740000000000
288230383844092528,1708466382054,EURGBP,0.856150000000000
288230383844092534,1708466382083,GBPUSD,1.262290000000000
288230383844092546,1708466382143,EURUSD,1.080740000000000
288230383844092548,1708466382154,EURGBP,0.856140000000000
288230383844092556,1708466382188,GBPUSD,1.262290000000000
288230383844092564,1708466382254,EURGBP,0.856140000000000
288230383844092572,1708466382288,GBPUSD,1.262290000000000
288230383844092578,1708466382341,EURUSD,1.080740000000000
288230383844092596,1708466382354,EURGBP,0.856140000000000
288230383844092600,1708466382388,GBPUSD,1.262290000000000
288230383844092616,1708466382441,EURUSD,1.080730000000000
288230383844092628,1708466382454,EURGBP,0.856140000000000
288230383844092640,1708466382541,EURUSD,1.080740000000000
288230383844092660,1708466382552,AUDUSD,0.654900000000000
288230383844092664,1708466382554,EURGBP,0.856140000000000
288230383844092680,1708466382641,EURUSD,1.080740000000000
288230383844092696,1708466382654,EURGBP,0.856140000000000
288230383844092720,1708466382741,EURUSD,1.080740000000000
288230383844092738,1708466382754,EURGBP,0.856140000000000
288230383844092754,1708466382841,EURUSD,1.080740000000000
288230383844092768,1708466382854,EURGBP,0.856140000000000
288230383844092786,1708466382941,EURUSD,1.080740000000000
288230383844092802,1708466382954,EURGBP,0.856140000000000
288230383844092830,1708466383041,EURUSD,1.080740000000000
288230383844092846,1708466383054,EURGBP,0.856140000000000
288230383844092866,1708466383141,EURUSD,1.080740000000000
288230383844092876,1708466383154,EURGBP,0.856140000000000
288230383844092894,1708466383316,EURUSD,1.080740000000000
288230383844092902,1708466383327,EURGBP,0.856140000000000
288230383844092908,1708466383366,AUDUSD,0.654910000000000
288230383844092924,1708466383461,EURUSD,1.080740000000000
288230383844092928,1708466383463,EURGBP,0.856140000000000
288230383844092936,1708466383466,AUDUSD,0.654920000000000
288230383844092938,1708466383467,GBPUSD,1.262290000000000
288230383844092956,1708466383561,EURUSD,1.080740000000000
288230383844092958,1708466383563,EURGBP,0.856130000000000
288230383844092966,1708466383567,GBPUSD,1.262290000000000
288230383844092986,1708466383663,EURGBP,0.856130000000000
288230383844093000,1708466383727,NZDUSD,0.616410000000000
288230383844093022,1708466383832,EURUSD,1.080740000000000
288230383844093028,1708466383833,EURGBP,0.856140000000000
288230383844093030,1708466383835,GBPUSD,1.262290000000000
288230383844093058,1708466383932,EURUSD,1.080740000000000
288230383844093064,1708466383933,EURGBP,0.856140000000000
288230383844093066,1708466383935,GBPUSD,1.262290000000000
288230383844093094,1708466384032,EURUSD,1.080740000000000
288230383844093098,1708466384033,EURGBP,0.856140000000000
288230383844093118,1708466384133,EURGBP,0.856140000000000
288230383844093146,1708466384233,EURUSD,1.080740000000000
288230383844093148,1708466384233,EURGBP,0.856140000000000
288230383844093170,1708466384256,GBPUSD,1.262290000000000
288230383844093200,1708466384333,EURUSD,1.080740000000000
288230383844093202,1708466384333,EURGBP,0.856140000000000
288230383844093220,1708466384356,GBPUSD,1.262290000000000
288230383844093240,1708466384433,EURUSD,1.080740000000000
288230383844093242,1708466384433,EURGBP,0.856140000000000
288230383844093264,1708466384456,GBPUSD,1.262290000000000
288230383844093286,1708466384533,EURUSD,1.080740000000000
288230383844093288,1708466384533,EURGBP,0.856140000000000
288230383844093308,1708466384562,GBPUSD,1.262290000000000
288230383844093328,1708466384633,EURUSD,1.080740000000000
288230383844093330,1708466384633,EURGBP,0.856140000000000
288230383844093352,1708466384662,GBPUSD,1.262290000000000
288230383844093370,1708466384733,EURUSD,1.080740000000000
288230383844093372,1708466384733,EURGBP,0.856140000000000
288230383844093392,1708466384762,GBPUSD,1.262290000000000
288230383844093406,1708466384833,EURGBP,0.856140000000000
288230383844093424,1708466384942,GBPUSD,1.262290000000000
288230383844093434,1708466385000,EURUSD,1.080740000000000
288230383844093442,1708466385001,AUDUSD,0.654910000000000
288230383844093458,1708466385010,EURGBP,0.856140000000000
288230383844093482,1708466385042,GBPUSD,1.262300000000000
288230383844093500,1708466385100,EURUSD,1.080760000000000
288230383844093508,1708466385101,AUDUSD,0.654890000000000
288230383844093526,1708466385110,EURGBP,0.856170000000000
288230383844093552,1708466385142,GBPUSD,1.262290000000000
288230383844093574,1708466385201,AUDUSD,0.654880000000000
288230383844093584,1708466385210,EURGBP,0.856170000000000
288230383844093604,1708466385242,GBPUSD,1.262290000000000
288230383844093614,1708466385252,NZDUSD,0.616420000000000
288230383844093616,1708466385253,EURUSD,1.080760000000000
288230383844093634,1708466385301,AUDUSD,0.654920000000000
288230383844093644,1708466385310,EURGBP,0.856170000000000
288230383844093662,1708466385352,NZDUSD,0.616420000000000
288230383844093664,1708466385353,EURUSD,1.080750000000000
288230383844093694,1708466385410,EURGBP,0.856180000000000
288230383844093700,1708466385423,AUDUSD,0.654910000000000
288230383844093714,1708466385453,EURUSD,1.080760000000000
288230383844093732,1708466385483,GBPUSD,1.262270000000000
288230383844093734,1708466385487,NZDUSD,0.616430000000000
288230383844093756,1708466385510,EURGBP,0.856180000000000
288230383844093762,1708466385523,AUDUSD,0.654930000000000
288230383844093776,1708466385553,EURUSD,1.080760000000000
288230383844093794,1708466385583,GBPUSD,1.262270000000000
288230383844093796,1708466385587,NZDUSD,0.616430000000000
288230383844093812,1708466385610,EURGBP,0.856180000000000
288230383844093816,1708466385623,AUDUSD,0.654920000000000
288230383844093834,1708466385653,EURUSD,1.080760000000000
288230383844093846,1708466385683,GBPUSD,1.262270000000000
288230383844093848,1708466385687,NZDUSD,0.616430000000000
288230383844093862,1708466385710,EURGBP,0.856190000000000
288230383844093866,1708466385723,AUDUSD,0.654920000000000
288230383844093878,1708466385753,EURUSD,1.080760000000000
288230383844093886,1708466385783,GBPUSD,1.262270000000000
288230383844093892,1708466385810,EURGBP,0.856190000000000
288230383844093920,1708466385873,AUDUSD,0.654930000000000
288230383844093928,1708466385910,EURGBP,0.856190000000000
288230383844093954,1708466385973,AUDUSD,0.654920000000000
288230383844093974,1708466386029,GBPUSD,1.262270000000000
288230383844093978,1708466386038,EURUSD,1.080770000000000
288230383844093980,1708466386040,EURGBP,0.856190000000000
288230383844094004,1708466386077,AUDUSD,0.654920000000000
288230383844094032,1708466386129,GBPUSD,1.262270000000000
288230383844094034,1708466386138,EURUSD,1.080760000000000
288230383844094036,1708466386140,EURGBP,0.856190000000000
288230383844094052,1708466386177,AUDUSD,0.654920000000000
288230383844094070,1708466386229,GBPUSD,1.262270000000000
288230383844094076,1708466386256,NZDUSD,0.616420000000000
288230383844094082,1708466386277,AUDUSD,0.654920000000000
288230383844094096,1708466386377,NZDUSD,0.616420000000000
288230383844094098,1708466386377,AUDUSD,0.654920000000000
288230383844094120,1708466386402,GBPUSD,1.262270000000000
288230383844094122,1708466386403,EURGBP,0.856190000000000
288230383844094136,1708466386477,AUDUSD,0.654930000000000
288230383844094152,1708466386502,GBPUSD,1.262270000000000
288230383844094154,1708466386503,EURGBP,0.856180000000000
288230383844094166,1708466386603,EURGBP,0.856190000000000
288230383844094172,1708466386649,EURUSD,1.080760000000000
288230383844094178,1708466386703,EURGBP,0.856180000000000
288230383844094192,1708466386764,EURUSD,1.080760000000000
288230383844094224,1708466386899,AUDUSD,0.654920000000000
288230383844094266,1708466386999,AUDUSD,0.654920000000000
288230383844094278,1708466387066,EURGBP,0.856180000000000
288230383844094294,1708466387099,AUDUSD,0.654920000000000
288230383844094314,1708466387199,AUDUSD,0.654910000000000
288230383844094320,1708466387216,NZDUSD,0.616430000000000
288230383844094340,1708466387299,AUDUSD,0.654930000000000
288230383844094368,1708466387399,AUDUSD,0.654920000000000
288230383844094372,1708466387401,GBPUSD,1.262270000000000
288230383844094380,1708466387501,GBPUSD,1.262270000000000
288230383844094388,1708466387566,EURGBP,0.856180000000000
288230383844094484,1708466388065,EURGBP,0.856180000000000
288230383844094490,1708466388104,EURUSD,1.080750000000000
288230383844094510,1708466388277,NZDUSD,0.616430000000000
288230383844094514,1708466388279,EURUSD,1.080750000000000
288230383844094532,1708466388377,NZDUSD,0.616420000000000
288230383844094542,1708466388477,NZDUSD,0.616420000000000
288230383844094556,1708466388556,EURGBP,0.856180000000000
288230383844094562,1708466388577,NZDUSD,0.616420000000000
288230383844094564,1708466388597,EURUSD,1.080750000000000
288230383844094568,1708466388615,GBPUSD,1.262270000000000
288230383844094588,1708466388656,EURGBP,0.856190000000000
288230383844094598,1708466388715,GBPUSD,1.262270000000000
288230383844094614,1708466388815,GBPUSD,1.262270000000000
288230383844094616,1708466388816,AUDUSD,0.654920000000000
288230383844094630,1708466388965,AUDUSD,0.654920000000000
288230383844094642,1708466389037,NZDUSD,0.616420000000000
288230383844094650,1708466389065,AUDUSD,0.654920000000000
288230383844094652,1708466389067,EURGBP,0.856190000000000
288230383844094670,1708466389137,NZDUSD,0.616420000000000
288230383844094674,1708466389153,EURUSD,1.080750000000000
288230383844094680,1708466389165,AUDUSD,0.654920000000000
288230383844094690,1708466389237,NZDUSD,0.616420000000000
288230383844094700,1708466389265,AUDUSD,0.654920000000000
288230383844094728,1708466389350,EURGBP,0.856190000000000
288230383844094734,1708466389365,AUDUSD,0.654920000000000
288230383844094762,1708466389465,AUDUSD,0.654910000000000
288230383844094782,1708466389550,GBPUSD,1.262270000000000
288230383844094784,1708466389567,EURGBP,0.856190000000000
288230383844094792,1708466389650,GBPUSD,1.262270000000000
288230383844094794,1708466389666,AUDUSD,0.654910000000000
288230383844094796,1708466389667,EURGBP,0.856180000000000
288230383844094804,1708466389801,AUDUSD,0.654920000000000
288230383844094824,1708466389901,AUDUSD,0.654910000000000
288230383844094836,1708466390001,AUDUSD,0.654910000000000
288230383844094860,1708466390009,EURGBP,0.856190000000000
288230383844094866,1708466390012,GBPUSD,1.262270000000000
288230383844094880,1708466390014,EURUSD,1.080760000000000
288230383844094882,1708466390014,NZDUSD,0.616410000000000
288230383844094916,1708466390101,AUDUSD,0.000000000000000
288230383844094930,1708466390109,EURGBP,0.856190000000000
288230383844094934,1708466390112,GBPUSD,1.262270000000000
288230383844094942,1708466390114,EURUSD,1.080760000000000
288230383844094976,1708466390457,AUDUSD,0.000000000000000
288230383844094982,1708466390617,AUDUSD,0.000000000000000
288230383844094996,1708466390787,EURUSD,1.080760000000000
288230383844095004,1708466390880,AUDUSD,0.000000000000000
288230383844095020,1708466390980,AUDUSD,0.000000000000000
288230383844095028,1708466391007,NZDUSD,0.616410000000000
288230383844095038,1708466391122,EURGBP,0.856190000000000
288230383844095058,1708466391258,EURUSD,1.080760000000000
288230383844095062,1708466391273,EURGBP,0.856190000000000
288230383844095136,1708466391918,AUDUSD,0.000000000000000
288230383844095144,1708466391996,GBPUSD,1.262270000000000
288230383844095160,1708466392264,EURGBP,0.856190000000000
288230383844095164,1708466392273,EURUSD,1.080760000000000
288230383844095178,1708466392364,EURGBP,0.856190000000000
288230383844095206,1708466392613,EURGBP,0.856190000000000
288230383844095218,1708466392822,EURGBP,0.856190000000000
288230383844095222,1708466392918,AUDUSD,0.000000000000000
288230383844095238,1708466392973,EURUSD,1.080760000000000
288230383844095240,1708466392973,NZDUSD,0.616420000000000
288230383844095260,1708466393065,EURGBP,0.856200000000000
288230383844095262,1708466393065,GBPUSD,1.262270000000000
288230383844095268,1708466393073,EURUSD,1.080760000000000
288230383844095270,1708466393073,NZDUSD,0.616420000000000
288230383844095294,1708466393165,EURGBP,0.856200000000000
288230383844095296,1708466393165,GBPUSD,1.262260000000000
288230383844095298,1708466393173,EURUSD,1.080760000000000
288230383844095306,1708466393265,EURGBP,0.856200000000000
288230383844095318,1708466393365,EURGBP,0.856200000000000
288230383844095320,1708466393382,NZDUSD,0.616410000000000
288230383844095354,1708466393822,EURGBP,0.856200000000000
288230383844095380,1708466394068,GBPUSD,1.262260000000000
288230383844095384,1708466394074,EURUSD,1.080760000000000
288230383844095406,1708466394168,GBPUSD,1.262290000000000
288230383844095410,1708466394174,EURUSD,1.080750000000000
288230383844095424,1708466394324,EURGBP,0.856180000000000
288230383844095426,1708466394369,EURUSD,1.080760000000000
288230383844095448,1708466394659,EURUSD,1.080770000000000
288230383844095466,1708466394759,EURUSD,1.080760000000000
288230383844095482,1708466395037,EURUSD,1.080760000000000
288230383844095488,1708466395042,NZDUSD,0.616410000000000
288230383844095508,1708466395137,EURUSD,1.080750000000000
288230383844095514,1708466395142,NZDUSD,0.616410000000000
288230383844095548,1708466395326,EURGBP,0.856180000000000
288230383844095568,1708466395540,EURUSD,1.080750000000000
288230383844095590,1708466395771,EURUSD,1.080750000000000
288230383844095596,1708466395772,GBPUSD,1.262290000000000
288230383844095598,1708466395773,EURGBP,0.856170000000000
288230383844095608,1708466395871,EURUSD,1.080750000000000
288230383844095610,1708466395872,GBPUSD,1.262300000000000
288230383844095612,1708466395873,EURGBP,0.856170000000000
288230383844095620,1708466395993,GBPUSD,1.262280000000000
288230383844095622,1708466395994,EURGBP,0.856170000000000
288230383844095634,1708466396035,NZDUSD,0.616410000000000
288230383844095636,1708466396035,AUDUSD,0.000000000000000
288230383844095648,1708466396061,EURUSD,1.080750000000000
288230383844095656,1708466396093,GBPUSD,1.262280000000000
288230383844095658,1708466396094,EURGBP,0.856160000000000
288230383844095672,1708466396135,NZDUSD,0.616410000000000
288230383844095674,1708466396135,AUDUSD,0.000000000000000
288230383844095684,1708466396161,EURUSD,1.080760000000000
288230383844095696,1708466396193,GBPUSD,1.262310000000000
288230383844095698,1708466396194,EURGBP,0.856160000000000
288230383844095710,1708466396235,NZDUSD,0.616400000000000
288230383844095720,1708466396261,EURUSD,1.080780000000000
288230383844095732,1708466396294,EURGBP,0.856170000000000
288230383844095740,1708466396335,NZDUSD,0.616410000000000
288230383844095748,1708466396361,EURUSD,1.080770000000000
288230383844095752,1708466396394,EURGBP,0.856180000000000
288230383844095758,1708466396494,EURGBP,0.856190000000000
288230383844095766,1708466396536,EURUSD,1.080770000000000
288230383844095772,1708466396636,EURUSD,1.080770000000000
288230383844095776,1708466396822,GBPUSD,1.262300000000000
288230383844095782,1708466396898,EURGBP,0.856190000000000
288230383844095784,1708466396922,GBPUSD,1.262300000000000
288230383844095794,1708466396969,EURUSD,1.080770000000000
288230383844095800,1708466397038,AUDUSD,0.000000000000000
288230383844095812,1708466397069,EURUSD,1.080770000000000
288230383844095828,1708466397725,EURGBP,0.856180000000000
288230383844095830,1708466397834,EURUSD,1.080770000000000
288230383844095836,1708466397836,EURGBP,0.856190000000000
288230383844095852,1708466397877,GBPUSD,0.000000000000000
288230383844095858,1708466397934,EURUSD,1.080780000000000
288230383844095864,1708466397936,EURGBP,0.856190000000000
288230383844095882,1708466398034,EURUSD,1.080770000000000
288230383844095890,1708466398036,EURGBP,0.856180000000000
288230383844095900,1708466398063,AUDUSD,0.000000000000000
288230383844095910,1708466398134,EURUSD,1.080770000000000
288230383844095916,1708466398136,EURGBP,0.856180000000000
288230383844095932,1708466398236,EURGBP,0.856180000000000
288230383844095938,1708466398246,EURUSD,1.080770000000000
288230383844095944,1708466398345,EURGBP,0.856180000000000
288230383844095946,1708466398352,EURUSD,1.080770000000000
288230383844095960,1708466398452,EURUSD,1.080770000000000
288230383844095988,1708466398944,EURUSD,1.080770000000000
288230383844095992,1708466399002,NZDUSD,0.616410000000000
288230383844096006,1708466399034,EURGBP,0.856180000000000
288230383844096014,1708466399044,EURUSD,1.080760000000000
288230383844096022,1708466399068,AUDUSD,0.000000000000000
288230383844096028,1708466399102,NZDUSD,0.616370000000000
288230383844096042,1708466399134,EURGBP,0.856160000000000
288230383844096050,1708466399144,EURUSD,1.080770000000000
288230383844096064,1708466399234,EURGBP,0.856160000000000
288230383844096068,1708466399244,EURUSD,1.080770000000000
288230383844096084,1708466399344,EURUSD,1.080770000000000
288230383844096104,1708466399468,EURUSD,1.080770000000000
288230383844096114,1708466399568,EURUSD,1.080770000000000
288230383844096116,1708466399585,EURGBP,0.856160000000000
288230383844096122,1708466399685,EURGBP,0.856150000000000
288230383844096130,1708466400003,AUDUSD,0.000000000000000
288230383844096160,1708466400029,EURUSD,1.080770000000000
288230383844096162,1708466400029,NZDUSD,0.616370000000000
288230383844096166,1708466400031,EURGBP,0.856170000000000
288230383844096194,1708466400129,EURUSD,1.080730000000000
288230383844096196,1708466400129,NZDUSD,0.616380000000000
288230383844096200,1708466400131,EURGBP,0.856170000000000
288230383844096216,1708466400229,EURUSD,1.080730000000000
288230383844096218,1708466400229,NZDUSD,0.616310000000000
288230383844096222,1708466400231,EURGBP,0.856170000000000
288230383844096234,1708466400329,EURUSD,1.080720000000000
288230383844096236,1708466400329,NZDUSD,0.616210000000000
288230383844096240,1708466400331,EURGBP,0.856170000000000
288230383844096250,1708466400429,EURUSD,1.080650000000000
288230383844096254,1708466400431,EURGBP,0.856120000000000
288230383844096256,1708466400443,NZDUSD,0.616210000000000
288230383844096260,1708466400529,EURUSD,0.000000000000000
